45,0
1035,1020,1038,1037,1031,1023,1017,1022,1006,1003,1027,1043,1039,1014,1026,1001,1044,1033,1021,1040,1005,1019,1042,1029,1028,1009,1045,1030,1025,1002,1016,1010,1013,1007,1018,1008,1012,1036,1032,1015,1024,1011,1004,1041,1034
0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
45,14
17,16,25,2,7,14,13,21,1,25,4,6,3,11,30,18,12,28,29,8,23,2,9,14,23,27,10,24,1,3,10,30,26,5,6,20,17,19,12,13,15,15,20,11,22
1033,1040,1015,1010,1021,1023,1005,1039,1016,1009,1022,1027,1014,1011,1045,1008,1017,1041,1032,1019,1013,1036,1007,1035,1003,1004,1042,1028,1043,1034,1025,1001,1030,1044,1031,1002,1038,1012,1026,1024,1006,1020,1029,1037,1018
0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0
45,15
14,19,27,3,2,12,25,30,8,11,29,23,2,13,5,4,18,11,16,10,14,1,20,25,17,24,30,12,21,9,6,15,13,20,28,22,23,7,1,17,3,15,26,6,10
1023,1012,1004,1014,1036,1017,1009,1001,1019,1011,1032,1013,1010,1005,1044,1022,1008,1037,1040,1042,1035,1043,1029,1015,1038,1028,1045,1026,1039,1007,1031,1020,1024,1002,1041,1018,1003,1021,1016,1033,1034,1006,1030,1027,1025
0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1
45,16
18,17,23,12,13,2,16,2,4,21,7,6,24,11,28,23,19,20,12,1,14,5,10,3,15,10,8,17,11,25,1,15,22,6,29,20,30,26,27,25,3,30,13,9,14
1008,1038,1003,1017,1005,1036,1040,1010,1022,1039,1021,1031,1028,1011,1041,1013,1012,1002,1026,1016,1035,1044,1042,1014,1020,1025,1019,1033,1037,1009,1043,1006,1018,1027,1032,1029,1001,1030,1004,1015,1034,1045,1024,1007,1023
1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0
45,17
5,20,16,23,10,25,20,2,1,2,21,28,17,1,17,11,27,6,8,15,30,3,10,29,6,19,4,13,30,3,23,26,15,14,13,7,12,14,22,11,18,12,9,25,24
1044,1029,1040,1013,1042,1009,1002,1036,1016,1010,1039,1041,1033,1043,1038,1011,1004,1027,1019,1006,1001,1014,1025,1032,1031,1012,1022,1024,1045,1034,1003,1030,1020,1035,1005,1021,1017,1023,1018,1037,1008,1026,1007,1015,1028
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
45,18
5,12,2,6,17,19,21,9,13,26,11,23,3,25,16,7,11,15,18,22,8,23,20,12,4,29,2,6,3,17,25,13,1,28,10,15,30,27,14,30,20,10,1,14,24
1044,1026,1010,1027,1038,1012,1039,1007,1024,1030,1037,1003,1034,1009,1040,1021,1011,1006,1008,1018,1019,1013,1029,1017,1022,1032,1036,1031,1014,1033,1015,1005,1043,1041,1042,1020,1001,1004,1035,1045,1002,1025,1016,1023,1028
0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
45,19
1,12,7,5,25,18,30,24,10,30,2,16,21,6,13,3,9,29,17,12,17,20,27,23,3,25,26,22,28,11,14,6,15,19,10,20,14,2,8,13,15,4,23,11,1
1043,1026,1021,1044,1015,1008,1001,1028,1042,1045,1010,1040,1039,1027,1024,1014,1007,1032,1038,1017,1033,1029,1004,1003,1034,1009,1030,1018,1041,1037,1023,1031,1006,1012,1025,1002,1035,1036,1019,1005,1020,1022,1013,1011,1016
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0
45,20
28,23,8,30,20,13,18,22,15,2,25,29,11,15,3,21,5,7,26,30,14,1,20,6,13,1,4,17,12,24,11,12,14,6,17,3,27,16,10,9,25,23,2,10,19
1041,1013,1019,1001,1002,1005,1008,1018,1006,1036,1009,1032,1037,1020,1034,1039,1044,1021,1030,1045,1023,1016,1029,1027,1024,1043,1022,1033,1017,1028,1011,1026,1035,1031,1038,1014,1004,1040,1025,1007,1015,1003,1010,1042,1012
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
45,21
30,10,26,17,6,18,9,30,11,7,15,2,12,6,13,12,2,24,20,8,3,5,11,14,28,29,27,13,16,1,15,25,25,4,23,20,14,1,23,3,17,22,19,21,10
1001,1025,1030,1033,1027,1008,1007,1045,1011,1021,1006,1036,1017,1031,1005,1026,1010,1028,1002,1019,1014,1044,1037,1023,1041,1032,1004,1024,1040,1043,1020,1009,1015,1022,1013,1029,1035,1016,1003,1034,1038,1018,1012,1039,1042
1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
45,22
10,29,28,21,7,13,2,23,12,19,10,20,25,17,13,3,24,27,15,5,2,22,25,4,16,14,1,9,30,8,26,3,17,15,23,1,6,11,18,11,30,6,20,12,14
1042,1032,1041,1039,1021,1005,1010,1013,1026,1012,1025,1029,1015,1038,1024,1034,1028,1004,1006,1044,1036,1018,1009,1022,1040,1023,1043,1007,1001,1019,1030,1014,1033,1020,1003,1016,1031,1037,1008,1011,1045,1027,1002,1017,1035
1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
45,23
30,1,8,10,18,10,25,15,5,6,23,7,24,17,19,12,22,9,3,16,14,26,14,29,6,20,4,11,30,13,28,3,1,12,2,2,13,11,21,15,23,25,27,17,20
1001,1043,1019,1042,1008,1025,1009,1020,1044,1027,1003,1021,1028,1038,1012,1017,1018,1007,1034,1040,1023,1030,1035,1032,1031,1002,1022,1011,1045,1024,1041,1014,1016,1026,1010,1036,1005,1037,1039,1006,1013,1015,1004,1033,1029
1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1
45,24
15,1,19,2,30,9,10,13,5,7,27,14,21,17,25,11,23,17,20,15,20,13,3,8,26,24,23,10,3,25,6,22,18,11,12,14,12,16,28,1,6,4,29,2,30
1006,1043,1012,1036,1001,1007,1042,1024,1044,1021,1004,1023,1039,1033,1015,1037,1003,1038,1002,1020,1029,1005,1034,1019,1030,1028,1013,1025,1014,1009,1031,1018,1008,1011,1017,1035,1026,1040,1041,1016,1027,1022,1032,1010,1045
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
45,25
18,19,15,17,10,24,29,8,1,3,12,11,4,27,6,5,2,25,20,3,14,7,1,17,14,9,30,2,15,6,11,26,28,22,23,16,13,13,12,23,25,30,21,10,20
1008,1012,1020,1038,1025,1028,1032,1019,1016,1014,1017,1037,1022,1004,1027,1044,1036,1009,1029,1034,1035,1021,1043,1033,1023,1007,1045,1010,1006,1031,1011,1030,1041,1018,1003,1040,1005,1024,1026,1013,1015,1001,1039,1042,1002
0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
45,26
27,23,25,6,8,5,10,2,1,30,14,13,20,13,3,17,9,12,19,10,16,15,29,21,11,30,1,23,14,20,12,24,2,25,26,18,6,15,3,17,11,28,4,7,22
1004,1013,1009,1031,1019,1044,1042,1010,1043,1045,1023,1024,1002,1005,1034,1038,1007,1026,1012,1025,1040,1006,1032,1039,1037,1001,1016,1003,1035,1029,1017,1028,1036,1015,1030,1008,1027,1020,1014,1033,1011,1041,1022,1021,1018
1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
45,27
5,11,1,10,13,23,30,28,29,6,1,17,3,3,23,4,19,7,22,2,25,15,21,12,10,30,20,11,17,25,6,15,9,26,2,14,27,20,12,18,14,24,16,13,8
1044,1037,1016,1025,1005,1013,1001,1041,1032,1031,1043,1033,1014,1034,1003,1022,1012,1021,1018,1036,1015,1020,1039,1026,1042,1045,1002,1011,1038,1009,1027,1006,1007,1030,1010,1035,1004,1029,1017,1008,1023,1028,1040,1024,1019
1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0
45,28
20,19,1,13,3,30,15,14,29,27,5,2,6,23,26,12,10,7,28,22,11,20,9,11,16,10,8,2,13,30,18,4,6,15,3,25,23,14,12,25,1,17,24,17,21
1029,1012,1016,1024,1014,1001,1020,1023,1032,1004,1044,1010,1031,1013,1030,1026,1042,1021,1041,1018,1037,1002,1007,1011,1040,1025,1019,1036,1005,1045,1008,1022,1027,1006,1034,1009,1003,1035,1017,1015,1043,1033,1028,1038,1039
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
45,29
12,1,6,18,24,12,7,9,28,5,13,15,14,3,6,3,16,30,13,17,26,15,23,25,20,22,29,11,19,25,11,30,17,2,1,8,10,2,23,4,27,14,21,20,10
1017,1043,1027,1008,1028,1026,1021,1007,1041,1044,1024,1020,1023,1034,1031,1014,1040,1045,1005,1033,1030,1006,1013,1009,1029,1018,1032,1037,1012,1015,1011,1001,1038,1010,1016,1019,1025,1036,1003,1022,1004,1035,1039,1002,1042
0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45,30
10,2,13,1,3,29,1,27,25,17,30,14,30,11,4,18,5,28,15,9,20,17,25,24,20,23,12,12,26,13,7,16,11,21,23,15,8,10,22,2,3,6,14,19,6
1042,1036,1024,1016,1034,1032,1043,1004,1015,1038,1001,1035,1045,1011,1022,1008,1044,1041,1020,1007,1002,1033,1009,1028,1029,1013,1017,1026,1030,1005,1021,1040,1037,1039,1003,1006,1019,1025,1018,1010,1014,1027,1023,1012,1031
1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0
45,31
29,10,12,16,22,25,5,6,19,11,30,12,1,13,30,13,26,3,20,25,23,20,17,23,6,3,15,7,2,2,18,27,28,14,1,17,8,4,9,11,21,15,14,10,24
1032,1025,1026,1040,1018,1015,1044,1031,1012,1011,1045,1017,1043,1024,1001,1005,1030,1034,1029,1009,1013,1002,1033,1003,1027,1014,1006,1021,1036,1010,1008,1004,1041,1023,1016,1038,1019,1022,1007,1037,1039,1020,1035,1042,1028
1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
45,32
3,27,16,3,14,5,26,17,24,6,6,18,25,13,30,11,15,1,23,10,21,23,19,22,12,14,10,20,7,2,9,30,11,12,8,25,17,15,4,20,2,1,29,13,28
1034,1004,1040,1014,1035,1044,1030,1038,1028,1031,1027,1008,1015,1005,1001,1037,1006,1043,1003,1042,1039,1013,1012,1018,1017,1023,1025,1002,1021,1010,1007,1045,1011,1026,1019,1009,1033,1020,1022,1029,1036,1016,1032,1024,1041
0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,33
17,6,6,20,22,2,24,17,1,5,2,14,18,28,12,25,19,20,13,8,9,30,10,15,21,10,3,14,16,1,23,3,11,4,23,29,11,30,15,13,12,26,7,27,25
1038,1027,1031,1029,1018,1036,1028,1033,1043,1044,1010,1023,1008,1041,1017,1009,1012,1002,1005,1019,1007,1001,1042,1020,1039,1025,1034,1035,1040,1016,1003,1014,1011,1022,1013,1032,1037,1045,1006,1024,1026,1030,1021,1004,1015
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
45,34
9,11,17,12,22,4,30,8,2,7,24,19,26,27,3,16,14,11,10,6,25,1,30,28,10,5,15,2,13,1,3,15,23,6,18,14,23,21,25,13,20,17,29,12,20
1007,1011,1033,1017,1018,1022,1045,1019,1036,1021,1028,1012,1030,1004,1014,1040,1023,1037,1042,1031,1015,1043,1001,1041,1025,1044,1020,1010,1024,1016,1034,1006,1013,1027,1008,1035,1003,1039,1009,1005,1029,1038,1032,1026,1002
0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
45,35
9,10,11,19,14,3,1,6,1,21,23,2,20,6,25,26,3,28,25,27,8,12,13,15,17,7,18,11,23,14,10,30,17,16,30,15,4,12,2,29,24,5,22,13,20
1007,1042,1037,1012,1035,1034,1016,1031,1043,1039,1003,1036,1002,1027,1009,1030,1014,1041,1015,1004,1019,1017,1005,1006,1033,1021,1008,1011,1013,1023,1025,1001,1038,1040,1045,1020,1022,1026,1010,1032,1028,1044,1018,1024,1029
0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
45,36
12,29,13,18,17,5,10,8,6,7,15,2,6,22,11,27,30,25,21,3,30,1,20,24,15,10,12,1,23,20,9,25,28,14,11,16,13,3,2,26,17,4,14,19,23
1017,1032,1024,1008,1033,1044,1025,1019,1031,1021,1020,1036,1027,1018,1037,1004,1045,1015,1039,1014,1001,1016,1002,1028,1006,1042,1026,1043,1003,1029,1007,1009,1041,1023,1011,1040,1005,1034,1010,1030,1038,1022,1035,1012,1013
0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
45,37
11,8,23,27,30,20,25,20,23,2,15,11,30,6,10,3,3,25,29,12,24,12,13,19,28,22,9,5,10,1,14,14,1,4,17,7,6,26,18,15,2,16,13,21,17
1037,1019,1003,1004,1045,1002,1015,1029,1013,1036,1006,1011,1001,1027,1042,1034,1014,1009,1032,1017,1028,1026,1024,1012,1041,1018,1007,1044,1025,1043,1023,1035,1016,1022,1033,1021,1031,1030,1008,1020,1010,1040,1005,1039,1038
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1
45,38
1,18,25,26,25,30,3,20,12,11,6,12,2,6,2,14,3,20,10,30,4,10,23,17,9,17,28,7,24,15,27,29,13,8,5,21,14,11,15,22,13,19,16,1,23
1043,1008,1015,1030,1009,1045,1014,1029,1026,1037,1031,1017,1036,1027,1010,1023,1034,1002,1025,1001,1022,1042,1013,1038,1007,1033,1041,1021,1028,1020,1004,1032,1005,1019,1044,1039,1035,1011,1006,1018,1024,1012,1040,1016,1003
0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
45,39
30,20,12,16,15,23,13,2,11,20,7,3,12,14,2,13,22,17,29,1,30,5,1,10,8,27,11,23,18,19,24,6,3,25,10,4,15,17,14,6,21,9,26,28,25
1045,1029,1026,1040,1020,1013,1024,1010,1011,1002,1021,1014,1017,1023,1036,1005,1018,1038,1032,1043,1001,1044,1016,1025,1019,1004,1037,1003,1008,1012,1028,1027,1034,1009,1042,1022,1006,1033,1035,1031,1039,1007,1030,1041,1015
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
45,40
6,11,13,25,11,29,23,5,9,6,14,17,30,24,12,3,27,10,17,22,15,18,26,20,1,7,25,21,16,14,2,3,19,23,13,1,2,10,4,28,20,12,8,30,15
1031,1011,1005,1015,1037,1032,1013,1044,1007,1027,1023,1033,1001,1028,1017,1034,1004,1042,1038,1018,1006,1008,1030,1002,1016,1021,1009,1039,1040,1035,1036,1014,1012,1003,1024,1043,1010,1025,1022,1041,1029,1026,1019,1045,1020
0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
45,41
30,10,3,12,25,12,5,26,8,2,23,18,20,14,21,7,6,17,24,6,27,2,1,28,13,11,17,25,22,4,3,20,1,16,30,23,15,19,10,9,29,11,15,13,14
1001,1025,1014,1017,1015,1026,1044,1030,1019,1036,1003,1008,1029,1035,1039,1021,1031,1038,1028,1027,1004,1010,1043,1041,1005,1037,1033,1009,1018,1022,1034,1002,1016,1040,1045,1013,1020,1012,1042,1007,1032,1011,1006,1024,1023
1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
45,42
30,13,10,18,20,2,16,15,28,17,1,21,27,14,15,24,25,29,23,14,19,2,26,20,13,6,22,25,3,6,30,12,8,17,11,3,12,1,5,11,4,7,9,10,23
1001,1005,1025,1008,1029,1010,1040,1020,1041,1033,1043,1039,1004,1035,1006,1028,1009,1032,1013,1023,1012,1036,1030,1002,1024,1027,1018,1015,1014,1031,1045,1026,1019,1038,1011,1034,1017,1016,1044,1037,1022,1021,1007,1042,1003
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1
45,43
12,14,11,15,20,14,9,26,15,25,7,6,10,24,19,3,28,11,13,10,21,2,16,29,23,6,30,20,1,3,18,8,27,17,2,12,30,23,4,5,13,17,1,22,25
1017,1023,1011,1006,1029,1035,1007,1030,1020,1015,1021,1031,1025,1028,1012,1034,1041,1037,1005,1042,1039,1010,1040,1032,1003,1027,1001,1002,1016,1014,1008,1019,1004,1038,1036,1026,1045,1013,1022,1044,1024,1033,1043,1018,1009
